Order,Family name,Family,Common_name,Scientific_name,Authority,BirdLife_taxonomic_treatment,2018_IUCN_Redlist,Synonyms
CAPRIMULGIFORMES,Apodidae,Swifts,Short-tailed Swift,Chaetura brachyura,"(Jardine, 1846)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,,Chaetura viridipennis,"Cherrie, 1916",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Chaetura andrei,"Berlepsch & Hartert, 1902",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Chaetura chapmani,"Hellmayr, 1907",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Chaetura spinicauda,"(Temminck, 1839)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Chaetura vauxi,"(Townsend, 1839)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,White-throated Needletail,Hirundapus caudacutus,"(Latham, 1802)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Silver-backed Needletail,Hirundapus cochinchinensis,"(Oustalet, 1878)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Brown-backed Needletail,Hirundapus giganteus,"(Temminck, 1825)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Purple Needletail,Hirundapus celebensis,"(Sclater, 1865)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Pygmy Swiftlet,Collocalia troglodytes,"Gray, 1845",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Cave Swiftlet,Collocalia linchi,"(Horsfield & Moore, 1854)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Glossy Swiftlet,Collocalia esculenta,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia dodgei,"Richmond, 1905",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia inquieta,"(Kittlitz, 1858)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia spodiopygia,"(Peale, 1848)",NR,NR,Collocalia spodiopygius
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia vanikorensis,"(Quoy & Gaimard, 1830)",NR,NR,Aerodramus vanikorensis
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia amelis,"Oberholser, 1906",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia palawanensis,"Stresemann, 1914",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia leucophaea,"(Peale, 1848)",NR,NR,Collocalia leucophaeus
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia fuciphaga,"(Thunberg, 1812)",NR,NR,Aerodramus fuciphagus
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia brevirostris,"(Horsfield, 1840)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia marginata,"Salvadori, 1882",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia nitens,"Ogilvie-Grant, 1914",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia cyanoptila,"Oberholser, 1906",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia rogersi,"Deignan, 1955",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia germani,"Oustalet, 1876",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Collocalia ocista,"(Oberholser, 1906)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,Waterfall Swift,Hydrochous gigas,"(Hartert & Butler, 1901)",R,NT,Hydrochrous gigas
CAPRIMULGIFORMES,Apodidae,Swifts,Papuan Swiftlet,Aerodramus papuensis,"(Rand, 1941)",R,DD,Collocalia papuensis
CAPRIMULGIFORMES,Apodidae,Swifts,Whitehead's Swiftlet,Aerodramus whiteheadi,"(Ogilvie-Grant, 1895)",R,DD,Collocalia whiteheadi
CAPRIMULGIFORMES,Apodidae,Swifts,Bare-legged Swiftlet,Aerodramus nuditarsus,"(Salomonsen, 1962)",R,LC,Collocalia nuditarsus
CAPRIMULGIFORMES,Apodidae,Swifts,Mayr's Swiftlet,Aerodramus orientalis,"(Mayr, 1935)",R,DD,Collocalia orientalis
CAPRIMULGIFORMES,Apodidae,Swifts,Moluccan Swiftlet,Aerodramus infuscatus,"(Salvadori, 1880)",R,LC,Collocalia infuscata
CAPRIMULGIFORMES,Apodidae,Swifts,Mountain Swiftlet,Aerodramus hirundinaceus,"(Stresemann, 1914)",R,LC,Collocalia hirundinacea
CAPRIMULGIFORMES,Apodidae,Swifts,Australian Swiftlet,Aerodramus terraereginae,"(Ramsay, 1875)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Himalayan Swiftlet,Aerodramus brevirostris,"(Horsfield, 1840)",R,LC,Collocalia rogersi
CAPRIMULGIFORMES,Apodidae,Swifts,Volcano Swiftlet,Aerodramus vulcanorum,"(Stresemann, 1926)",R,NT,Collocalia vulcanorum
CAPRIMULGIFORMES,Apodidae,Swifts,Black-nest Swiftlet,Aerodramus maximus,"(Hume, 1878)",R,LC,Collocalia maxima
CAPRIMULGIFORMES,Apodidae,Swifts,Uniform Swiftlet,Aerodramus vanikorensis,"(Quoy & Gaimard, 1830)",R,LC,Collocalia amelis
CAPRIMULGIFORMES,Apodidae,Swifts,Atiu Swiftlet,Aerodramus sawtelli,"Holyoak, 1974",R,VU,Collocalia sawtelli
CAPRIMULGIFORMES,Apodidae,Swifts,Polynesian Swiftlet,Aerodramus leucophaeus,"(Peale, 1848)",R,LC,Collocalia ocista
CAPRIMULGIFORMES,Apodidae,Swifts,Caroline Swiftlet,Aerodramus inquietus,"(Kittlitz, 1858)",R,LC,Collocalia inquieta
CAPRIMULGIFORMES,Apodidae,Swifts,Palau Swiftlet,Aerodramus pelewensis,"Mayr, 1935",R,LC,Collocalia pelewensis
CAPRIMULGIFORMES,Apodidae,Swifts,Mariana Swiftlet,Aerodramus bartschi,"(Mearns, 1909)",R,EN,Collocalia bartschi
CAPRIMULGIFORMES,Apodidae,Swifts,Philippine Swiftlet,Aerodramus mearnsi,"(Oberholser, 1912)",R,LC,Collocalia mearnsi
CAPRIMULGIFORMES,Apodidae,Swifts,White-rumped Swiftlet,Aerodramus spodiopygius,"(Peale, 1848)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Indian Swiftlet,Aerodramus unicolor,"(Jerdon, 1840)",R,LC,Collocalia unicolor
CAPRIMULGIFORMES,Apodidae,Swifts,Mascarene Swiftlet,Aerodramus francicus,"(Gmelin, 1789)",R,NT,Collocalia francica
CAPRIMULGIFORMES,Apodidae,Swifts,Seychelles Swiftlet,Aerodramus elaphrus,"(Oberholser, 1906)",R,VU,Collocalia elaphra
CAPRIMULGIFORMES,Apodidae,Swifts,Edible-nest Swiftlet,Aerodramus fuciphagus,"(Thunberg, 1812)",R,LC,Collocalia germani
CAPRIMULGIFORMES,Apodidae,Swifts,Mossy-nest Swiftlet,Aerodramus salangana,"(Streubel, 1848)",R,LC,Collocalia salangana
CAPRIMULGIFORMES,Apodidae,Swifts,Scarce Swift,Schoutedenapus myoptilus,"(Salvadori, 1888)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Schouteden's Swift,Schoutedenapus schoutedeni,"(Prigogine, 1960)",R,VU,
CAPRIMULGIFORMES,Apodidae,Swifts,White-throated Swift,Aeronautes saxatalis,"Woodhouse, 1853",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,White-tipped Swift,Aeronautes montivagus,"(d'Orbigny & Lafresnaye, 1837)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Andean Swift,Aeronautes andecolus,"(d'Orbigny & Lafresnaye, 1837)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Antillean Palm-swift,Tachornis phoenicobia,"Gosse, 1847",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Pygmy Swift,Tachornis furcata,"(Sutton, 1928)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Fork-tailed Palm-swift,Tachornis squamata,"(Cassin, 1853)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Great Swallow-tailed Swift,Panyptila sanctihieronymi,"Salvin, 1863",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Lesser Swallow-tailed Swift,Panyptila cayennensis,"(Gmelin, 1789)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,African Palm-swift,Cypsiurus parvus,"(Lichtenstein, 1823)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Asian Palm-swift,Cypsiurus balasiensis,"(Gray, 1829)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Alpine Swift,Tachymarptis melba,"(Linnaeus, 1758)",R,LC,Apus melba
CAPRIMULGIFORMES,Apodidae,Swifts,Mottled Swift,Tachymarptis aequatorialis,"(von Müller, 1851)",R,LC,Apus aequatorialis
CAPRIMULGIFORMES,Apodidae,Swifts,Dark-rumped Swift,Apus acuticauda,"(Jerdon, 1864)",R,VU,
CAPRIMULGIFORMES,Apodidae,Swifts,Pacific Swift,Apus pacificus,"(Latham, 1802)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,White-rumped Swift,Apus caffer,"(Lichtenstein, 1823)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Bates's Swift,Apus batesi,"(Sharpe, 1904)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Horus Swift,Apus horus,"(Heuglin, 1869)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,House Swift,Apus nipalensis,"(Hodgson, 1836)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Little Swift,Apus affinis,"(Gray, 1830)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Nyanza Swift,Apus niansae,"(Reichenow, 1887)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Bradfield's Swift,Apus bradfieldi,"(Roberts, 1926)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,African Swift,Apus barbatus,"(Sclater, 1865)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Fernando Po Swift,Apus sladeniae,"(Ogilvie-Grant, 1904)",R,DD,
CAPRIMULGIFORMES,Apodidae,Swifts,Madagascar Swift,Apus balstoni,"(Bartlett, 1880)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Forbes-Watson's Swift,Apus berliozi,"Ripley, 1965",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Plain Swift,Apus unicolor,"(Jardine, 1830)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Alexander's Swift,Apus alexandri,"Hartert, 1901",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Pallid Swift,Apus pallidus,"(Shelley, 1870)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,Common Swift,Apus apus,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus horus,"(Heuglin, 1869)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus leuconyx,"(Blyth, 1845)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus cooki,"(Harrington, 1913)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus toulsoni,"(Barboza du Bocage, 1877)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus barbatus,"(Sclater, 1865)",NR,NR,
CAPRIMULGIFORMES,Apodidae,Swifts,,Apus salimali,"(Lack, 1958)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Crimson Topaz,Topaza pella,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fiery Topaz,Topaza pyra,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-necked Jacobin,Florisuga mellivora,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black Jacobin,Florisuga fusca,"(Vieillot, 1817)",R,LC,Melanotrochilus fuscus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tipped Sicklebill,Eutoxeres aquila,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-tailed Sicklebill,Eutoxeres condamini,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Saw-billed Hermit,Ramphodon naevius,"(Dumont, 1818)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hook-billed Hermit,Glaucis dohrnii,"(Bourcier & Mulsant, 1852)",R,EN,Trochilus dohrnii
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bronzy Hermit,Glaucis aeneus,"Lawrence, 1867",R,LC,Glaucis aenea
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-breasted Hermit,Glaucis hirsutus,"(Gmelin, 1788)",R,LC,Glaucis hirsuta
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Band-tailed Barbthroat,Threnetes ruckeri,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Pale-tailed Barbthroat,Threnetes leucurus,"(Linnaeus, 1766)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sooty Barbthroat,Threnetes niger,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Threnetes loehkeni,"Grantsau, 1969",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Broad-tipped Hermit,Anopetia gounellei,"(Boucard, 1891)",R,LC,Phaethornis gounellei
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Dusky-throated Hermit,Phaethornis squalidus,"Boucard, 1892",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Streak-throated Hermit,Phaethornis rupurumii,"Boucard, 1892",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Little Hermit,Phaethornis longuemareus,"Lawrence, 1858",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tapajos Hermit,Phaethornis aethopygus,"Zimmer, 1950",R,VU,Phaethornis longuemareus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Minute Hermit,Phaethornis idaliae,"(Bourcier & Mulsant, 1856)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Cinnamon-throated Hermit,Phaethornis nattereri,"Berlepsch, 1887",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-throated Hermit,Phaethornis atrimentalis,"Lawrence, 1858",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Stripe-throated Hermit,Phaethornis striigularis,"Gould, 1854",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Grey-chinned Hermit,Phaethornis griseogularis,"Gould, 1851",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Porculla Hermit,Phaethornis porcullae,"Carriker, 1935",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Reddish Hermit,Phaethornis ruber,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-browed Hermit,Phaethornis stuarti,"Hartert, 1897",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Buff-bellied Hermit,Phaethornis subochraceus,"Todd, 1915",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sooty-capped Hermit,Phaethornis augusti,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Planalto Hermit,Phaethornis pretrei,"(Lesson & DeLattre, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Scale-throated Hermit,Phaethornis eurynome,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Pale-bellied Hermit,Phaethornis anthophilus,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-bearded Hermit,Phaethornis hispidus,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-whiskered Hermit,Phaethornis yaruqui,"(Bourcier, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green Hermit,Phaethornis guy,"(Lesson, 1833)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tawny-bellied Hermit,Phaethornis syrmatophorus,"Gould, 1851",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Koepcke's Hermit,Phaethornis koepckeae,"Weske & Terborgh, 1977",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Needle-billed Hermit,Phaethornis philippii,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Straight-billed Hermit,Phaethornis bourcieri,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Mexican Hermit,Phaethornis mexicanus,"Hartert, 1897",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-billed Hermit,Phaethornis longirostris,"(DeLattre, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ecuadorian Hermit,Phaethornis baroni,"Hartert, 1897",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Long-tailed Hermit,Phaethornis superciliosus,"(Linnaeus, 1766)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Great-billed Hermit,Phaethornis malaris,"(Nordmann, 1835)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis griseogularis,"Gould, 1851",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis margarettae,"(Ruschi, 1972)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis porcullae,"Carriker, 1935",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis superciliosus,"(Linnaeus, 1766)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis longirostris,"(DeLattre, 1843)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis longuemareus,"Lawrence, 1858",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Phaethornis squalidus,"Boucard, 1892",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-fronted Lancebill,Doryfera ludovicae,"(Bourcier & Mulsant, 1847)",R,LC,Doryfera ludoviciae
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Blue-fronted Lancebill,Doryfera johannae,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Western Wedge-billed Hummingbird,Schistes albogularis,"(Gould, 1851)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Eastern Wedge-billed Hummingbird,Schistes geoffroyi,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Schistes geoffroyi,"(Bourcier, 1843)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hyacinth Visorbearer,Augastes scutatus,"(Temminck, 1822)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hooded Visorbearer,Augastes lumachella,"(Lesson, 1838)",R,NT,Augastes lumachellus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Brown Violet-ear,Colibri delphinae,"(Lesson, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green Violet-ear,Colibri thalassinus,"(Swainson, 1827)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Sparkling Violet-ear,Colibri coruscans,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-vented Violet-ear,Colibri serrirostris,"(Vieillot, 1816)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tooth-billed Hummingbird,Androdon aequatorialis,"Gould, 1863",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Horned Sungem,Heliactin bilophus,"(Temminck, 1820)",R,LC,Heliactin bilophum
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-crowned Fairy,Heliothryx barroti,"(Bourcier, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-eared Fairy,Heliothryx auritus,"(Gmelin, 1788)",R,LC,Heliothryx aurita
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-tailed Goldenthroat,Polytmus guainumbi,"(Pallas, 1764)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tepui Goldenthroat,Polytmus milleri,"(Chapman, 1929)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-tailed Goldenthroat,Polytmus theresiae,"(Da Silva Maia, 1843)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Ruby-topaz Hummingbird,Chrysolampis mosquitus,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Fiery-tailed Awlbill,Avocettula recurvirostris,"(Swainson, 1822)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-throated Mango,Anthracothorax viridigula,"(Boddaert, 1783)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-breasted Mango,Anthracothorax prevostii,"(Lesson, 1832)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-throated Mango,Anthracothorax nigricollis,"(Vieillot, 1817)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Veraguas Mango,Anthracothorax veraguensis,"Reichenbach, 1855",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Hispaniolan Mango,Anthracothorax dominicus,"(Linnaeus, 1766)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Puerto Rican Mango,Anthracothorax aurulentus,"(Audebert & Vieillot, 1801)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green Mango,Anthracothorax viridis,"(Audebert & Vieillot, 1801)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Jamaican Mango,Anthracothorax mango,"(Linnaeus, 1758)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Anthracothorax dominicus,"(Linnaeus, 1766)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Anthracothorax prevostii,"(Lesson, 1832)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-throated Carib,Eulampis holosericeus,"(Linnaeus, 1758)",R,LC,Sericotes holosericeus
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-throated Carib,Eulampis jugularis,"(Linnaeus, 1766)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Orange-throated Sunangel,Heliangelus mavors,"Gould, 1848",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Merida Sunangel,Heliangelus spencei,"(Bourcier, 1847)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Longuemare's Sunangel,Heliangelus clarisse,"(Longuemare, 1841)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Amethyst-throated Sunangel,Heliangelus amethysticollis,"(d'Orbignye and Lafresnaye, 1838)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Gorgeted Sunangel,Heliangelus strophianus,"(Gould, 1846)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tourmaline Sunangel,Heliangelus exortis,"(Fraser, 1840)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Little Sunangel,Heliangelus micraster,"Gould, 1872",R,LC,Heliangelus micrastur
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Purple-throated Sunangel,Heliangelus viola,"(Gould, 1853)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Royal Sunangel,Heliangelus regalis,"Fitzpatrick, Willard & Terborgh, 1979",R,EN,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Bogota Sunangel,Heliangelus zusii,"Graves, 1993",R,DD,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliangelus spencei,"(Bourcier, 1847)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliangelus amethysticollis,"(d'Orbigny & Lafresnaye, 1938)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliangelus amethysticollis,"(d'Orbigny & Lafresnaye, 1938)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,,Heliangelus exortis,"(Fraser, 1840)",NR,NR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green-backed Firecrown,Sephanoides sephaniodes,"(Lesson, 1827)",R,LC,Sephanoides sephanoides
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Juan Fernandez Firecrown,Sephanoides fernandensis,"(King, 1831)",R,CR,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Green Thorntail,Discosura conversii,"(Bourcier & Mulsant, 1846)",R,LC,Popelairia conversii
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Wire-crested Thorntail,Discosura popelairii,"(DuBus & Gisignies, 1846)",R,NT,Popelairia popelairii
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-bellied Thorntail,Discosura langsdorffi,"(Temminck, 1821)",R,LC,Popelairia langsdorffi
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Coppery Thorntail,Discosura letitiae,"(Bourcier & Mulsant, 1852)",R,DD,Popelairia letitiae
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Racket-tailed Coquette,Discosura longicaudus,"(Gmelin, 1788)",R,LC,Discosura longicauda
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Tufted Coquette,Lophornis ornatus,"(Boddaert, 1783)",R,LC,Lophornis ornata
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Dot-eared Coquette,Lophornis gouldii,"(Lesson, 1833)",R,VU,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Frilled Coquette,Lophornis magnificus,"(Vieillot, 1817)",R,LC,Lophornis magnifica
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Short-crested Coquette,Lophornis brachylophus,"Moore, 1949",R,CR,Lophornis brachylopha
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Rufous-crested Coquette,Lophornis delattrei,"(Lesson, 1839)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Spangled Coquette,Lophornis stictolophus,"Salvin & Elliot, 1873",R,LC,Lophornis stictolopha
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Festive Coquette,Lophornis chalybeus,"(Temminck, 1821)",R,NT,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Butterfly Coquette,Lophornis verreauxii,"(Bourcier & Verreaux, 1853)",R,LC,
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Peacock Coquette,Lophornis pavoninus,"Salvin & Godman, 1882",R,LC,Lophornis pavonina
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,Black-crested Coquette,Lophornis helenae,"(DeLattre, 1843)",R,LC,Paphosia helenae
CAPRIMULGIFORMES,Trochilidae,Hummingbirds,White-crested Coquette,Lophornis adorabilis,"Salvin, 1870",R,LC,Paphosia adorabilis
