Order,Family name,Family,Common_name,Scientific_name,Authority,BirdLife_taxonomic_treatment,2018_IUCN_Redlist,Synonyms
PASSERIFORMES,Paridae,Tits and chickadees,Black-capped Chickadee,Poecile atricapillus,"(Linnaeus, 1766)",R,LC,Poecile atricapillus
PASSERIFORMES,Paridae,Tits and chickadees,Mountain Chickadee,Poecile gambeli,"(Ridgway, 1886)",R,LC,Poecile gambeli
PASSERIFORMES,Paridae,Tits and chickadees,Mexican Chickadee,Poecile sclateri,"(Kleinschmidt, 1897)",R,LC,Poecile sclateri
PASSERIFORMES,Paridae,Tits and chickadees,Siberian Tit,Poecile cinctus,"(Boddaert, 1783)",R,LC,Poecile cincta
PASSERIFORMES,Paridae,Tits and chickadees,Boreal Chickadee,Poecile hudsonicus,"(Forster, 1772)",R,LC,Poecile hudsonica
PASSERIFORMES,Paridae,Tits and chickadees,Chestnut-backed Chickadee,Poecile rufescens,"(Townsend, 1837)",R,LC,Poecile rufescens
PASSERIFORMES,Paridae,Tits and chickadees,,Poecile lugubris,"(Temminck, 1820)",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,Eurasian Blue Tit,Cyanistes caeruleus,"(Linnaeus, 1758)",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,African Blue Tit,Cyanistes teneriffae,"(Lesson, 1831)",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,Azure Tit,Cyanistes cyanus,"(Pallas, 1770)",R,LC,Parus cyanus
PASSERIFORMES,Paridae,Tits and chickadees,,Cyanistes caeruleus,"(Linnaeus, 1758)",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,Ground Tit,Pseudopodoces humilis,"(Hume, 1871)",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,Green-backed Tit,Parus monticolus,"Vigors, 1831",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,Great Tit,Parus major,"Linnaeus, 1758",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus flavipectus,"Severtsov, 1873",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus melanolophus,"Vigors, 1831",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus cinereus,"Vieillot, 1818",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus ombriosus,"Meade-Waldo, 1890",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus degener,"Hartert, 1901",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus inornatus,"Gambel, 1845",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus weigoldicus,"O. Kleinschmidt, 1921",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus minor,"Temminck & Schlegel, 1848",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus palmensis,"Meade-Waldo, 1889",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus bokharensis,"Lichtenstein, 1823",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus cyanus,"Pallas, 1770",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus palustris,"Linnaeus, 1758",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus ultramarinus,"Bonaparte, 1841",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus teneriffae,"Lesson, 1831",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus rufiventris,"Barboza du Bocage, 1877",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus ater,"Linnaeus, 1758",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Parus major,"Linnaeus, 1758",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,White-naped Tit,Machlolophus nuchalis,"(Jerdon, 1845)",R,VU,Parus nuchalis
PASSERIFORMES,Paridae,Tits and chickadees,Yellow Tit,Machlolophus holsti,"(Seebohm, 1894)",R,NT,Parus holsti
PASSERIFORMES,Paridae,Tits and chickadees,Black-lored Tit,Machlolophus xanthogenys,"(Vigors, 1831)",R,LC,Parus xanthogenys
PASSERIFORMES,Paridae,Tits and chickadees,Yellow-cheeked Tit,Machlolophus spilonotus,"(Bonaparte, 1850)",R,LC,Parus spilonotus
PASSERIFORMES,Paridae,Tits and chickadees,Rufous-bellied Tit,Melaniparus rufiventris,"(Barboza du Bocage, 1877)",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,Cinnamon-breasted Tit,Melaniparus pallidiventris,"(Reichenow, 1885)",R,LC,Parus pallidiventris
PASSERIFORMES,Paridae,Tits and chickadees,White-bellied Tit,Melaniparus albiventris,"(Shelley, 1881)",R,LC,Parus albiventris
PASSERIFORMES,Paridae,Tits and chickadees,Carp's Tit,Melaniparus carpi,"(Macdonald & Hall, 1957)",R,LC,Parus carpi
PASSERIFORMES,Paridae,Tits and chickadees,Southern Black Tit,Melaniparus niger,"(Vieillot, 1818)",R,LC,
PASSERIFORMES,Paridae,Tits and chickadees,Dark-eyed Black Tit,Melaniparus leucomelas,"(Rüppell, 1840)",R,LC,Parus leucomelas
PASSERIFORMES,Paridae,Tits and chickadees,Pale-eyed Black Tit,Melaniparus guineensis,"(Shelley, 1900)",R,LC,Parus guineensis
PASSERIFORMES,Paridae,Tits and chickadees,Dusky Tit,Melaniparus funereus,"(Verreaux & Verreaux, 1855)",R,LC,Parus funereus
PASSERIFORMES,Paridae,Tits and chickadees,Miombo Tit,Melaniparus griseiventris,"(Reichenow, 1882)",R,LC,Parus griseiventris
PASSERIFORMES,Paridae,Tits and chickadees,Stripe-breasted Tit,Melaniparus fasciiventer,"(Reichenow, 1893)",R,LC,Parus fasciiventer
PASSERIFORMES,Paridae,Tits and chickadees,Somali Tit,Melaniparus thruppi,"(Shelley, 1885)",R,LC,Parus thruppi
PASSERIFORMES,Paridae,Tits and chickadees,Red-throated Tit,Melaniparus fringillinus,"(Fischer & Reichenow, 1884)",R,LC,Parus fringillinus
PASSERIFORMES,Paridae,Tits and chickadees,White-backed Black Tit,Melaniparus leuconotus,"(Guérin-Méneville, 1843)",R,LC,Parus leuconotus
PASSERIFORMES,Paridae,Tits and chickadees,Grey Tit,Melaniparus afer,"(Gmelin, 1789)",R,LC,Parus afer
PASSERIFORMES,Paridae,Tits and chickadees,Ashy Tit,Melaniparus cinerascens,"(Vieillot, 1818)",R,LC,Parus cinerascens
PASSERIFORMES,Paridae,Tits and chickadees,,Melaniparus rufiventris,"(Barboza du Bocage, 1877)",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Melaniparus niger,"Vieillot, 1818",NR,NR,
PASSERIFORMES,Paridae,Tits and chickadees,,Melaniparus leucomelas,"(Rüppell, 1840)",NR,NR,
